Id,From,To,Booking_date,Journey_date,Airline,Code,Departure,Arrival,Duration,Stops,Price
1419,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-969,18:10,"06:15
+1D",12h 5m,1 stop,"₹8,714"
1420,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-959,06:30,23:05,16h 35m,1 stop,"₹8,714"
1421,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-959,06:30,"06:15
+1D",23h 45m,1 stop,"₹8,714"
1422,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-665,08:00,10:10,2h 10m,non-stop,"₹8,790"
1423,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-963,08:50,11:10,2h 20m,non-stop,"₹8,895"
1424,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-865,10:00,12:35,2h 35m,non-stop,"₹8,790"
1425,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-863,14:00,16:15,2h 15m,non-stop,"₹8,790"
1426,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-955,17:45,20:05,2h 20m,non-stop,"₹8,895"
1427,Delhi,Mumbai,23-06-2022,26-06-2022,GO FIRST,G8-323,18:45,21:00,2h 15m,non-stop,"₹8,935"
1428,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-977,18:55,21:15,2h 20m,non-stop,"₹8,895"
1429,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-624,19:00,21:15,2h 15m,non-stop,"₹8,790"
1430,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-805,20:00,22:10,2h 10m,non-stop,"₹8,790"
1431,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-636,14:30,18:10,3h 40m,1 stop,"₹8,790"
1432,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-441,17:55,22:10,4h 15m,1 stop,"₹8,790"
1433,Delhi,Mumbai,23-06-2022,26-06-2022,Air Asia,I5-744,07:25,14:05,6h 40m,1 stop,"₹9,107"
1434,Delhi,Mumbai,23-06-2022,26-06-2022,Air Asia,I5-798,12:50,19:15,6h 25m,1 stop,"₹9,107"
1435,Delhi,Mumbai,23-06-2022,26-06-2022,Air Asia,I5-552,10:40,19:15,8h 35m,1 stop,"₹9,107"
1436,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-929,21:20,"06:15
+1D",8h 55m,1 stop,"₹9,031"
1437,Delhi,Mumbai,23-06-2022,26-06-2022,Air Asia,I5-798,12:50,23:45,10h 55m,1 stop,"₹9,107"
1438,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-929,21:20,"09:40
+1D",12h 20m,1 stop,"₹9,031"
1439,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-969,18:10,"09:40
+1D",15h 30m,1 stop,"₹9,031"
1440,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-929,21:20,"23:05
+1D",25h 45m,1 stop,"₹9,031"
1441,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-945,11:40,14:00,2h 20m,non-stop,"₹9,315"
1442,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-993,12:50,15:00,2h 10m,non-stop,"₹9,315"
1443,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-933,15:30,17:40,2h 10m,non-stop,"₹9,315"
1444,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-985,19:45,21:55,2h 10m,non-stop,"₹9,315"
1445,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-953,20:40,22:50,2h 10m,non-stop,"₹9,315"
1446,Delhi,Mumbai,23-06-2022,26-06-2022,Air Asia,I5-753,13:00,14:50,1h 50m,non-stop,"₹9,661"
1447,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-951,14:20,16:30,2h 10m,non-stop,"₹9,840"
1448,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-981,21:30,23:30,2h 0m,non-stop,"₹9,840"
1449,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-7403,07:20,12:05,4h 45m,1 stop,"₹10,522"
1450,Delhi,Mumbai,23-06-2022,26-06-2022,Air Asia,I5-1529,09:35,20:40,11h 5m,1 stop,"₹11,431"
1451,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-761,18:45,"00:05
+1D",5h 20m,1 stop,"₹12,412"
1452,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-6373,06:30,11:20,4h 50m,1 stop,"₹12,622"
1453,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-2168,17:50,22:10,4h 20m,1 stop,"₹12,622"
1454,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6.00E-153,19:35,"00:20
+1D",4h 45m,1 stop,"₹12,622"
1455,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-2033,00:15,05:30,5h 15m,1 stop,"₹12,622"
1456,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-2077,05:20,10:35,5h 15m,1 stop,"₹12,622"
1457,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-913,05:55,15:50,9h 55m,1 stop,"₹12,670"
1458,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-935,18:00,"15:50
+1D",21h 50m,1 stop,"₹12,670"
1459,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-497,05:15,09:20,4h 5m,1 stop,"₹12,885"
1460,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-6939,17:20,21:45,4h 25m,1 stop,"₹13,042"
1461,Delhi,Mumbai,23-06-2022,26-06-2022,IndiGo,6E-6022,11:15,16:55,5h 40m,1 stop,"₹13,252"
1462,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-403,12:50,19:15,6h 25m,1 stop,"₹14,427"
1463,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-883,22:00,"08:05
+1D",10h 5m,1 stop,"₹14,460"
1464,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-781,17:50,23:30,5h 40m,1 stop,"₹15,505"
1465,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-406,10:15,15:40,5h 25m,1 stop,"₹16,245"
1466,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-673,13:20,18:20,5h 0m,1 stop,"₹16,769"
1467,Delhi,Mumbai,23-06-2022,26-06-2022,SpiceJet,SG-8171,12:05,18:50,6h 45m,1 stop,"₹16,775"
1468,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-504,21:15,"08:35
+1D",11h 20m,1 stop,"₹16,875"
1469,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-637,17:10,22:20,5h 10m,1 stop,"₹16,977"
1470,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-879,17:35,23:00,5h 25m,1 stop,"₹17,084"
1471,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-504,21:15,"10:35
+1D",13h 20m,1 stop,"₹17,085"
1472,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-643,14:10,19:00,4h 50m,1 stop,"₹17,504"
1473,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-707,17:30,23:30,6h 0m,1 stop,"₹17,605"
1474,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-540,20:40,"08:05
+1D",11h 25m,1 stop,"₹17,820"
1475,Delhi,Mumbai,23-06-2022,26-06-2022,GO FIRST,G8-300,08:50,14:40,5h 50m,1 stop,"₹18,554"
1476,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-705,07:30,13:00,5h 30m,1 stop,"₹18,867"
1477,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-885,10:45,16:35,5h 50m,1 stop,"₹18,870"
1478,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-899,14:45,20:30,5h 45m,1 stop,"₹20,129"
1479,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-506,09:45,21:05,11h 20m,1 stop,"₹20,970"
1480,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-767,12:10,20:15,8h 5m,1 stop,"₹21,495"
1481,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-801,15:00,22:40,7h 40m,1 stop,"₹21,653"
1482,Delhi,Mumbai,23-06-2022,26-06-2022,Air India,AI-502,13:30,21:05,7h 35m,1 stop,"₹25,170"
1483,Delhi,Mumbai,23-06-2022,26-06-2022,GO FIRST,G8-190,05:20,11:30,6h 10m,1 stop,"₹25,887"
1484,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-817,16:05,21:50,5h 45m,1 stop,"₹26,534"
1485,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-813,17:35,23:25,5h 50m,1 stop,"₹27,794"
1486,Delhi,Mumbai,23-06-2022,26-06-2022,Vistara,UK-819,14:15,20:15,6h 0m,1 stop,"₹28,844"
1487,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-2501,02:40,04:50,2h 10m,non-stop,"₹8,579"
1488,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-975,05:55,07:55,2h 0m,non-stop,"₹8,578"
1489,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-5023,06:30,08:35,2h 5m,non-stop,"₹8,579"
1490,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-334,07:00,09:15,2h 15m,non-stop,"₹8,579"
1491,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-6814,07:20,09:25,2h 5m,non-stop,"₹8,579"
1492,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8701,07:20,09:35,2h 15m,non-stop,"₹8,579"
1493,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2129,08:00,10:20,2h 20m,non-stop,"₹8,579"
1494,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-6278,08:45,11:00,2h 15m,non-stop,"₹8,579"
1495,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-995,10:20,12:35,2h 15m,non-stop,"₹8,578"
1496,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-5342,10:45,12:50,2h 5m,non-stop,"₹8,579"
1497,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-338,10:55,13:10,2h 15m,non-stop,"₹8,579"
1498,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2138,11:55,13:55,2h 0m,non-stop,"₹8,579"
1499,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-993,12:50,15:00,2h 10m,non-stop,"₹8,578"
1500,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-336,14:00,16:10,2h 10m,non-stop,"₹8,579"
1501,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-863,14:00,16:15,2h 15m,non-stop,"₹8,580"
1502,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2176,14:10,16:20,2h 10m,non-stop,"₹8,579"
1503,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-951,14:20,16:30,2h 10m,non-stop,"₹8,578"
1504,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-5306,15:25,17:35,2h 10m,non-stop,"₹8,579"
1505,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-933,15:30,17:40,2h 10m,non-stop,"₹8,578"
1506,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-864,16:15,18:25,2h 10m,non-stop,"₹8,579"
1507,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-941,16:45,19:05,2h 20m,non-stop,"₹8,578"
1508,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-5318,17:00,19:05,2h 5m,non-stop,"₹8,579"
1509,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-955,17:45,20:05,2h 20m,non-stop,"₹8,578"
1510,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2017,18:10,20:25,2h 15m,non-stop,"₹8,579"
1511,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-323,18:45,21:00,2h 15m,non-stop,"₹8,579"
1512,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-977,18:55,21:15,2h 20m,non-stop,"₹8,578"
1513,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8709,19:00,21:10,2h 10m,non-stop,"₹8,579"
1514,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-624,19:00,21:15,2h 15m,non-stop,"₹8,580"
1515,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-985,19:45,21:55,2h 10m,non-stop,"₹8,578"
1516,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-6261,19:45,21:55,2h 10m,non-stop,"₹8,579"
1517,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8169,19:45,22:00,2h 15m,non-stop,"₹8,579"
1518,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-805,20:00,22:10,2h 10m,non-stop,"₹8,580"
1519,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-953,20:40,22:50,2h 10m,non-stop,"₹8,578"
1520,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-328,20:55,23:25,2h 30m,non-stop,"₹8,579"
1521,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-605,21:15,23:35,2h 20m,non-stop,"₹8,580"
1522,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-981,21:30,23:30,2h 0m,non-stop,"₹8,578"
1523,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-711,21:40,23:55,2h 15m,non-stop,"₹8,579"
1524,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2114,21:45,"00:10
+1D",2h 25m,non-stop,"₹8,579"
1525,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-354,22:45,"01:00
+1D",2h 15m,non-stop,"₹8,579"
1526,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2519,23:35,"01:40
+1D",2h 5m,non-stop,"₹8,579"
1527,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-865,10:00,12:35,2h 35m,non-stop,"₹8,580"
1528,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-636,14:30,18:10,3h 40m,1 stop,"₹8,580"
1529,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-719,05:55,10:20,4h 25m,1 stop,"₹8,579"
1530,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-2962,06:15,10:55,4h 40m,1 stop,"₹8,579"
1531,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-441,17:55,22:10,4h 15m,1 stop,"₹8,580"
1532,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-190,05:20,10:45,5h 25m,1 stop,"₹8,579"
1533,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-190,05:20,11:30,6h 10m,1 stop,"₹8,579"
1534,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8373,09:50,16:10,6h 20m,1 stop,"₹8,579"
1535,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-751,11:30,18:00,6h 30m,1 stop,"₹8,579"
1536,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-717,13:35,19:40,6h 5m,1 stop,"₹8,579"
1537,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-713,20:05,"02:40
+1D",6h 35m,1 stop,"₹8,579"
1538,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8963,09:25,16:10,6h 45m,1 stop,"₹8,579"
1539,Delhi,Mumbai,23-06-2022,27-06-2022,SpiceJet,SG-8171,12:05,18:50,6h 45m,1 stop,"₹8,579"
1540,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-887,07:00,09:05,2h 5m,non-stop,"₹8,790"
1541,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-665,08:00,10:10,2h 10m,non-stop,"₹8,790"
1542,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-927,09:30,11:35,2h 5m,non-stop,"₹8,895"
1543,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-945,11:40,14:00,2h 20m,non-stop,"₹8,895"
1544,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-969,18:10,23:05,4h 55m,1 stop,"₹9,031"
1545,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-929,21:20,"06:15
+1D",8h 55m,1 stop,"₹9,031"
1546,Delhi,Mumbai,23-06-2022,27-06-2022,Air Asia,I5-740,08:10,20:40,12h 30m,1 stop,"₹9,107"
1547,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-969,18:10,"06:15
+1D",12h 5m,1 stop,"₹9,031"
1548,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-929,21:20,"09:40
+1D",12h 20m,1 stop,"₹9,031"
1549,Delhi,Mumbai,23-06-2022,27-06-2022,Air Asia,I5-552,10:40,23:45,13h 5m,1 stop,"₹9,107"
1550,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-969,18:10,"09:40
+1D",15h 30m,1 stop,"₹9,031"
1551,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-929,21:20,"23:05
+1D",25h 45m,1 stop,"₹9,031"
1552,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-963,08:50,11:10,2h 20m,non-stop,"₹9,315"
1553,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-959,06:30,23:05,16h 35m,1 stop,"₹9,976"
1554,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-959,06:30,"06:15
+1D",23h 45m,1 stop,"₹9,976"
1555,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-7403,07:20,12:05,4h 45m,1 stop,"₹10,522"
1556,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-761,18:45,"00:05
+1D",5h 20m,1 stop,"₹10,942"
1557,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-943,07:30,09:45,2h 15m,non-stop,"₹11,205"
1558,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-481,08:40,"09:40
+1D",25h 0m,1 stop,"₹11,382"
1559,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-6373,06:30,11:20,4h 50m,1 stop,"₹12,622"
1560,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2168,17:50,22:10,4h 20m,1 stop,"₹12,622"
1561,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6.00E-153,19:35,"00:20
+1D",4h 45m,1 stop,"₹12,622"
1562,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2033,00:15,05:30,5h 15m,1 stop,"₹12,622"
1563,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2077,05:20,10:35,5h 15m,1 stop,"₹12,622"
1564,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-621,13:05,18:10,5h 5m,1 stop,"₹12,675"
1565,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-2141,13:35,18:45,5h 10m,1 stop,"₹12,622"
1566,Delhi,Mumbai,23-06-2022,27-06-2022,IndiGo,6E-6022,11:15,16:55,5h 40m,1 stop,"₹12,622"
1567,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-497,05:15,09:20,4h 5m,1 stop,"₹12,885"
1568,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-637,17:10,22:20,5h 10m,1 stop,"₹13,615"
1569,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-879,17:35,23:00,5h 25m,1 stop,"₹14,140"
1570,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-403,12:50,19:15,6h 25m,1 stop,"₹14,007"
1571,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-883,22:00,"08:05
+1D",10h 5m,1 stop,"₹14,460"
1572,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-885,10:45,"00:35
+1D",13h 50m,1 stop,"₹14,460"
1573,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-560,07:10,23:50,16h 40m,1 stop,"₹14,355"
1574,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-883,22:00,"16:35
+1D",18h 35m,1 stop,"₹14,460"
1575,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-885,10:45,16:35,5h 50m,1 stop,"₹14,670"
1576,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-899,14:45,20:30,5h 45m,1 stop,"₹14,774"
1577,Delhi,Mumbai,23-06-2022,27-06-2022,GO FIRST,G8-213,11:50,18:25,6h 35m,1 stop,"₹15,266"
1578,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-411,07:05,16:25,9h 20m,1 stop,"₹15,195"
1579,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-781,17:50,23:30,5h 40m,1 stop,"₹15,505"
1580,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-542,09:45,23:50,14h 5m,1 stop,"₹15,405"
1581,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-479,21:15,"11:35
+1D",14h 20m,1 stop,"₹15,575"
1582,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-415,16:45,"12:05
+1D",19h 20m,1 stop,"₹15,541"
1583,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-406,10:15,15:40,5h 25m,1 stop,"₹15,615"
1584,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-673,13:20,18:20,5h 0m,1 stop,"₹15,612"
1585,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-877,11:10,17:15,6h 5m,1 stop,"₹15,720"
1586,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-473,18:40,"17:15
+1D",22h 35m,1 stop,"₹15,720"
1587,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-504,21:15,"08:35
+1D",11h 20m,1 stop,"₹16,140"
1588,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-504,21:15,"10:35
+1D",13h 20m,1 stop,"₹16,140"
1589,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-807,16:45,"08:35
+1D",15h 50m,1 stop,"₹16,140"
1590,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-807,16:45,"10:35
+1D",17h 50m,1 stop,"₹16,140"
1591,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-813,17:35,23:25,5h 50m,1 stop,"₹16,872"
1592,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-544,17:15,23:50,6h 35m,1 stop,"₹16,875"
1593,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-485,05:30,16:25,10h 55m,1 stop,"₹16,770"
1594,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-803,06:10,21:05,14h 55m,1 stop,"₹16,875"
1595,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-839,21:30,"23:50
+1D",26h 20m,1 stop,"₹16,875"
1596,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-643,14:10,19:00,4h 50m,1 stop,"₹16,979"
1597,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-817,16:05,21:50,5h 45m,1 stop,"₹17,397"
1598,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-407,13:45,"12:05
+1D",22h 20m,1 stop,"₹17,274"
1599,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-705,07:30,13:00,5h 30m,1 stop,"₹17,605"
1600,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-707,17:30,23:30,6h 0m,1 stop,"₹17,605"
1601,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-429,09:45,17:10,7h 25m,1 stop,"₹17,610"
1602,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-439,05:55,17:10,11h 15m,1 stop,"₹17,610"
1603,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-540,20:40,"08:05
+1D",11h 25m,1 stop,"₹17,610"
1604,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-762,20:15,"12:20
+1D",16h 5m,1 stop,"₹17,610"
1605,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-764,16:45,"12:20
+1D",19h 35m,1 stop,"₹17,610"
1606,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-540,20:40,"18:00
+1D",21h 20m,1 stop,"₹17,610"
1607,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-811,06:15,12:00,5h 45m,1 stop,"₹17,922"
1608,Delhi,Mumbai,23-06-2022,27-06-2022,Vistara,UK-819,14:15,20:15,6h 0m,1 stop,"₹17,922"
1609,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-506,09:45,21:05,11h 20m,1 stop,"₹18,345"
1610,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-506,09:45,"08:35
+1D",22h 50m,1 stop,"₹18,345"
1611,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-451,15:00,"16:25
+1D",25h 25m,1 stop,"₹18,398"
1612,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-767,12:10,20:15,8h 5m,1 stop,"₹19,080"
1613,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-401,06:50,20:15,13h 25m,1 stop,"₹19,080"
1614,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-762,20:15,"20:15
+1D",24h 0m,1 stop,"₹19,815"
1615,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-764,16:45,"20:15
+1D",27h 30m,1 stop,"₹19,815"
1616,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-801,15:00,22:40,7h 40m,1 stop,"₹20,340"
1617,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-502,13:30,21:05,7h 35m,1 stop,"₹21,600"
1618,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-502,13:30,"08:35
+1D",19h 5m,1 stop,"₹21,600"
1619,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-537,16:15,"08:05
+1D",15h 50m,1 stop,"₹24,645"
1620,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-537,16:15,"18:00
+1D",25h 45m,1 stop,"₹24,645"
1621,Delhi,Mumbai,23-06-2022,27-06-2022,Air India,AI-465,16:55,"10:10
+1D",17h 15m,1 stop,"₹25,908"
1622,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-2501,02:40,04:50,2h 10m,non-stop,"₹8,579"
1623,Delhi,Mumbai,23-06-2022,28-06-2022,Vistara,UK-975,05:55,07:55,2h 0m,non-stop,"₹8,578"
1624,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-5023,06:30,08:35,2h 5m,non-stop,"₹8,579"
1625,Delhi,Mumbai,23-06-2022,28-06-2022,Air India,AI-887,07:00,09:05,2h 5m,non-stop,"₹8,580"
1626,Delhi,Mumbai,23-06-2022,28-06-2022,GO FIRST,G8-334,07:00,09:15,2h 15m,non-stop,"₹8,579"
1627,Delhi,Mumbai,23-06-2022,28-06-2022,IndiGo,6E-6814,07:20,09:25,2h 5m,non-stop,"₹8,579"
